,user_id,item_id,rating,timestamp
35378,803,4,4,881695293
37439,708,501,4,882064283
21328,285,1045,5,877532385
26178,725,122,4,883710598
47469,605,814,5,887060394
47231,792,464,4,891036222
35949,781,864,5,884326620
24416,547,38,5,891044481
21235,550,765,5,892785431
23741,649,661,4,891386778
22217,40,507,5,890687242
3440,149,265,5,878746257
7906,329,150,5,876545970
46310,926,263,5,880936022
53036,890,213,5,886609028
10192,390,283,4,877398517
9168,428,986,4,882386217
9592,129,606,4,876251409
13678,471,668,4,887297923
41249,866,404,5,877103935
24353,488,1421,5,891446623
53467,709,90,4,879994413
5551,118,206,4,886177544
29881,658,192,4,891384152
13450,63,21,4,889737376
3100,193,514,5,879521596
19102,48,259,5,888065620
43156,569,268,4,881262256
54502,884,642,4,876032973
23351,412,462,4,879969642
3455,194,295,4,888737703
45464,858,201,4,885990901
22232,6,518,5,891351772
21031,212,255,4,878870226
41634,742,153,4,881170452
52565,917,92,5,875288681
19518,380,1084,4,892696252
33913,199,1174,4,884130014
13840,245,235,5,884921429
16081,300,27,4,882076264
16252,494,556,4,888635144
40282,844,140,5,883948804
42711,443,266,4,891979402
49321,742,171,4,881171421
19979,601,301,4,888638022
43275,726,1270,4,879443265
50,94,612,4,888954412
50588,940,736,4,891282355
54514,623,814,4,879793582
22524,449,25,5,882396489
47876,523,479,4,884634707
21040,500,499,4,883347920
15864,251,0,5,891456989
5326,172,257,4,877557345
23167,408,1043,4,881107750
41197,881,878,4,891691534
3860,59,505,4,883326300
33949,420,169,5,892241707
21489,84,618,4,886282927
25412,378,307,4,888646088
44415,919,118,5,879379736
40070,473,124,5,887915188
49129,732,279,4,891025974
12450,355,311,4,891405619
4176,362,285,4,891493723
35000,289,791,4,880475664
37247,326,243,4,887744384
13446,346,154,5,881654567
48392,707,173,4,879848432
23611,22,7,4,874785474
27129,627,826,5,880777167
39144,101,440,4,888802176
30729,478,30,4,889125905
46589,488,355,5,891362812
11222,393,419,5,881057839
38118,794,803,4,893047126
44743,941,158,4,888639772
38565,794,578,5,893218728
21527,329,963,4,876544632
4410,55,216,5,892679144
38796,502,57,4,880472565
3881,322,730,5,878739436
45898,520,144,4,884476837
40989,803,788,4,881698175
16352,255,777,4,882165135
9933,319,401,4,884748774
13946,416,415,4,879646986
42083,805,191,4,892528427
44026,751,171,4,891402323
32028,454,115,4,879109733
918,286,291,5,875333873
49209,109,725,4,886988937
33594,129,185,4,876251895
10392,220,452,4,875245574
50106,902,590,4,879735843
36810,870,108,4,888479151
49109,812,285,4,885410789
19223,396,270,4,889760803
23090,408,694,4,881109019
4891,127,234,4,879966954
27017,532,650,5,879191022
20681,108,87,4,880581942
12480,248,573,4,879640918
34712,434,21,4,884131156
829,80,277,4,876534214
49085,268,683,4,891447931
55101,121,27,4,879270084
2995,273,272,5,878944679
23701,617,129,4,891307057
38256,926,977,5,880937163
27039,746,734,4,879454208
32861,550,764,4,892785399
28800,457,641,5,886397771
14773,103,299,5,888441877
48610,641,779,4,885605909
27328,749,175,5,889132896
48304,909,173,4,892841255
37261,118,201,4,886177659
28425,665,327,4,880138999
54373,590,514,4,891031724
12319,274,207,4,880314320
33774,642,64,4,891448786
19914,556,268,4,881179557
12250,428,150,4,882385090
20697,55,173,5,892676377
11941,388,63,4,880087151
9435,27,220,5,882826496
28256,756,266,4,880672230
55191,887,178,4,880177131
51246,895,1389,4,879991933
2530,275,55,5,874791623
19069,81,427,4,878769373
45300,880,78,5,879878486
17072,453,476,4,888267386
6912,377,1099,4,880044278
47227,862,670,4,888887289
21214,465,23,4,890285159
43778,714,539,4,879797372
10745,384,514,4,879441454
8568,389,726,4,879694123
45821,912,1305,4,887123886
10629,233,638,4,892078485
5096,304,151,4,886322670
7792,270,509,4,885849357
11340,353,775,4,891217340
5820,118,144,4,886176486
13049,270,647,5,885848971
20897,94,506,5,879197329
27759,344,234,4,884991077
38923,343,49,5,884814401
41854,846,465,5,887038441
757,209,96,5,887736454
27768,12,196,5,882140001
7161,124,191,5,879454986
10998,313,243,5,877886375
17902,163,99,5,889401998
4672,275,161,4,874792663
7275,310,325,4,884363904
19306,568,148,5,879793948
12980,489,8,4,875428765
32466,300,229,4,882078287
20406,140,281,5,884585071
49046,654,439,4,888474934
21126,206,721,4,877878688
35393,876,398,4,880869303
35821,177,766,4,882827716
30600,605,247,4,878143047
24960,449,122,4,882376803
32094,542,111,4,874864346
54490,605,86,4,880924483
5423,310,185,4,884364437
54935,908,202,4,880822060
9291,22,186,5,874785985
31901,449,27,4,882377861
29587,479,840,4,891208356
1273,295,255,5,884196469
54941,737,21,5,886958860
37428,377,97,5,880045760
30213,498,310,5,885597821
28995,371,431,5,876869445
2924,61,7,5,879373820
24697,622,430,5,891035112
17130,449,601,4,882377479
52767,333,9,4,891545265
7982,28,267,4,882820803
12075,157,646,5,880134947
54990,295,134,4,884196741
8122,400,201,5,891033684
41646,312,422,5,891014029
15263,311,641,5,891698485
36821,915,24,4,882911390
46390,862,171,5,888887354
11976,298,678,4,877880915
48438,343,464,4,884900248
30274,725,279,4,883709157
10739,124,1030,4,879454699
13405,151,1243,5,884018462
11328,333,918,4,891545973
27330,653,201,4,887864610
22665,496,180,4,879310825
17028,12,167,5,882139774
8056,93,69,4,891722511
47078,833,27,4,891034052
48903,836,121,4,887063696
53584,176,157,4,880131011
35333,544,419,4,884134114
2641,89,353,5,891385132
15438,423,124,4,880859493
6384,10,288,4,891902815
20139,494,353,5,888633277
3909,310,171,5,884364538
5033,327,99,5,885046305
41674,414,255,4,879439135
29899,473,556,5,887926632
36783,879,469,4,876537612
9027,319,126,4,884748661
27244,530,242,4,887049049
2518,304,166,5,886322893
18078,300,106,5,882074236
22268,473,490,5,887924683
18576,12,509,4,882140252
19735,619,70,5,889988005
43104,754,1030,4,874831383
26596,346,728,5,881652610
48860,831,22,5,875123427
27245,436,423,5,881001983
39596,862,99,5,877214125
51385,852,219,4,882812492
40052,844,95,4,883947694
55028,84,1125,4,879455021
18060,368,892,5,889428642
4034,143,282,4,888103969
37458,552,488,4,879948460
27543,229,489,5,880484755
31955,307,1128,5,887739136
21643,641,207,5,885842610
12614,376,6,4,891299010
2672,331,442,5,888360179
40351,496,21,5,879310730
16971,372,188,4,877102549
43027,803,187,5,881694423
21106,505,223,4,885135844
1417,271,124,5,879454725
4084,311,472,5,891698893
5976,249,91,5,878091818
13673,188,280,5,893264300
914,24,24,5,885853415
50776,649,511,4,891369759
30916,472,126,4,878157329
50898,480,141,4,885828732
37441,550,359,4,892784710
31427,116,95,5,881012530
8320,311,378,4,891699568
46458,879,63,5,876537933
10006,84,283,4,879452259
20327,345,329,4,886273342
11144,258,313,5,874809057
51854,118,268,4,886175150
5039,275,68,4,874790996
28588,629,123,4,885667305
52814,327,430,4,885045844
7672,333,1021,4,891545347
27922,605,90,5,880926610
875,17,110,5,880129628
54078,845,219,5,878775470
50998,939,297,4,875048495
25079,513,133,4,875462867
34247,456,201,5,882397699
27442,373,624,4,882159237
47709,725,183,5,883710598
54878,892,302,4,880415834
40253,663,598,5,878090705
19131,127,462,4,879967804
23438,98,170,4,885680062
31711,150,1217,5,879528438
4198,131,134,4,891278996
6771,6,669,4,891350703
36743,927,88,5,879640126
9020,122,693,5,879809943
7247,6,389,4,891352058
44897,892,9,4,880416381
51116,761,187,4,878917384
38892,404,184,5,885544739
21605,541,670,4,886532238
23573,456,82,5,882396487
41806,665,475,4,880139149
18441,499,176,4,883873782
4898,242,218,5,879989217
10697,279,285,5,891700184
9330,397,188,4,875721348
50989,784,415,4,882843312
28925,390,21,4,877398951
51549,774,594,4,892920221
15036,212,502,4,878955442
45806,452,234,4,877552657
19799,558,3,4,891035876
33181,298,162,4,889501890
38560,84,510,4,879829265
44255,842,69,4,877386990
19241,58,1066,5,888205265
35521,538,272,4,879787917
6854,319,728,4,884748800
2458,310,98,5,884365075
39549,543,310,5,884795413
15423,25,299,5,891386368
26962,408,425,4,881168604
6518,129,38,4,875801496
40938,914,132,4,880844552
3646,295,641,5,884197419
35506,211,313,5,879303638
24046,333,662,4,891547148
32720,267,175,4,876518557
11019,411,471,4,879717147
34793,839,740,4,889067045
50539,193,196,4,879521329
39684,714,473,5,879795867
40676,590,213,4,891031426
43409,0,57,4,878542960
38640,317,473,5,884496156
30348,552,187,5,879949251
26979,714,85,5,879796072
14298,6,184,4,891350757
1597,194,383,4,891762491
4884,283,340,4,885329593
54482,894,556,4,887159805
5422,167,24,5,884287885
50266,901,237,4,891031730
44252,583,219,4,885774483
53120,875,943,4,882677386
39840,865,172,5,880078818
35052,805,476,5,892531977
5303,177,21,5,882826187
45805,48,286,4,888065744
40354,922,0,5,884371535
2808,198,464,4,883783005
38689,540,422,4,883864638
24836,59,670,4,883328033
29166,471,81,5,892791017
20795,534,148,4,879618338
366,17,85,4,880129731
47062,314,466,4,879821036
11910,9,522,5,877886911
50441,647,518,4,884368643
27959,343,266,4,884814359
34311,578,87,4,880952440
5073,176,273,5,880130758
44749,805,169,5,892528515
47195,626,185,4,879531196
52857,809,664,5,886377686
2329,323,734,5,880575108
40073,682,269,4,893286260
10722,391,502,5,891038945
39481,553,518,4,876233137
54524,840,269,4,891217834
38829,692,51,4,875729667
45538,786,473,4,880869787
12052,323,856,4,880575234
54099,43,195,4,878348947
34599,671,272,5,879787955
1101,57,265,5,884304288
30753,278,208,4,875309616
5110,37,400,5,892431586
8163,129,68,5,875216718
23020,664,284,4,884290575
44852,876,8,4,880865562
52468,747,949,4,878850502
4910,134,629,4,879857868
53726,285,528,4,889651402
52838,890,461,4,886609977
16799,71,615,4,880035857
54961,121,685,5,879270541
14943,297,314,5,884182657
14329,120,162,4,891388210
8714,382,134,5,891192986
4775,12,60,4,882140552
8315,118,114,5,874775535
24606,653,664,4,888687055
17092,268,311,4,891446132
14248,398,96,4,882343204
44307,868,55,5,875050826
25087,709,417,4,879993674
33498,871,289,5,891392177
31876,664,979,4,884291936
51281,890,401,4,886609977
41827,813,485,5,878696093
2158,129,169,5,875801530
45415,428,133,4,882386071
15868,449,1150,5,887137066
16888,452,462,4,888205557
45094,234,95,4,889654971
16435,144,352,4,875272299
42906,542,174,4,877545356
32239,95,180,4,884403123
8575,124,272,5,879454532
30412,756,471,5,881975213
36082,387,0,5,886436813
25193,177,721,5,882827083
26803,668,81,4,892550310
10518,184,438,4,883526268
33741,410,8,4,891035827
48187,920,417,4,891448473
44644,844,758,4,883949421
47393,710,139,4,876251366
41070,290,220,5,874867912
36474,821,183,4,878438672
35934,662,642,4,889493869
47056,849,124,5,891961664
51332,663,775,4,876524474
6347,294,6,5,879518018
44839,344,11,5,884901701
52342,298,111,4,878191943
41546,836,7,4,887066972
43849,835,255,4,875721473
47169,878,1365,4,880243147
16576,388,927,4,880614031
41737,759,202,4,876190511
22030,531,194,5,889235367
1312,42,51,4,883955224
42194,436,169,4,880140257
44308,540,642,4,883864782
20849,183,585,4,889907812
11766,173,728,4,886434087
241,58,701,5,888205921
159,296,130,4,875240090
3814,126,224,4,884364867
29901,43,194,4,878347420
11732,44,805,4,881014785
1514,95,150,4,884403624
53070,911,55,5,880758974
43058,911,727,4,881037004
42966,667,324,4,881523787
35144,844,818,5,883948495
26777,58,317,4,888206764
49925,387,197,5,886441083
47948,896,1238,4,888294942
55077,745,0,5,888639138
14162,384,1121,4,885245956
33846,232,601,4,877661437
32269,150,191,4,879524443
1183,147,111,5,877016735
40098,357,111,5,891270652
8868,6,609,4,891352984
48772,803,99,5,881695196
15989,342,177,5,876404613
35072,639,487,4,874777491
33346,623,245,4,879793485
12044,377,549,4,880056735
28985,641,717,5,885605909
47636,393,399,4,880889034
17097,278,1086,4,875310101
48431,780,312,4,891498436
40457,899,1426,5,877126743
42327,4,178,5,875635757
44455,658,55,5,891331825
42090,888,225,4,882404879
21592,145,315,4,891457538
7810,136,14,4,881432965
34642,473,594,4,887926872
43968,817,323,4,879952656
4833,159,206,4,876861185
7582,34,256,4,875459017
46799,821,138,4,878438484
8807,302,431,4,879484644
1696,127,140,5,879967300
1959,253,49,5,886471151
30896,597,255,5,886711452
5877,279,94,5,891700570
36970,920,71,4,891452470
51013,728,0,4,880310285
4036,298,728,4,877878339
42591,553,94,4,876550526
39016,769,186,5,880659815
52968,904,730,4,879435524
6093,294,589,5,879517247
9402,420,121,4,892241344
55199,642,38,4,891447747
19688,536,176,4,886031105
36774,852,197,5,882814121
49654,628,55,5,880117430
35018,456,193,5,882397763
588,108,398,4,880581344
24815,528,315,4,882535220
41077,719,647,5,877147616
53184,833,191,4,891034143
13307,193,353,4,879520916
22501,578,213,5,880952299
51254,505,169,5,885135819
40375,473,353,5,887924618
18183,556,499,4,880485956
43273,94,61,4,879196354
31137,425,465,4,879442785
20160,505,180,5,874874308
33766,703,78,5,883428028
42388,883,578,4,885714820
43820,917,10,4,875373582
30520,641,414,5,885606581
25506,372,23,4,877100016
46189,435,141,5,887769444
48131,821,173,4,878438807
54243,930,1113,4,891249767
13134,9,154,5,877889004
49343,901,211,4,891033781
15070,457,281,4,886394527
44333,739,49,5,891018339
41531,911,88,5,880794731
40609,654,1284,4,887425625
30662,24,902,4,885852178
32969,572,21,4,885844394
25770,647,389,4,884881679
26267,689,291,4,875542868
51362,802,435,4,879444743
36698,590,12,4,891039637
10440,15,353,5,877720297
29432,424,118,4,878738813
28088,486,556,4,883529540
16260,473,41,4,887923923
28677,723,242,4,876103793
45015,497,266,4,881953527
19001,46,323,4,879440360
37991,805,118,4,892529278
41215,889,450,5,891638682
19477,436,46,4,880140534
24984,654,210,4,888474934
212,176,329,4,880130397
5340,263,3,4,886123656
44262,565,19,4,881650551
44903,786,177,4,880869174
31887,788,262,4,885155770
32385,229,208,5,880485181
13150,12,453,5,882140487
1604,268,896,4,891447169
45138,702,479,5,891397570
22908,140,663,5,884585001
28838,185,468,4,891719775
11995,327,322,4,885044607
11665,349,201,4,882346161
39062,917,499,5,875288570
51724,866,6,5,877104157
49568,713,67,4,875963486
14350,342,601,5,876404689
38038,449,178,4,882372103
3097,0,5,5,887431973
8330,66,814,4,875379794
27375,22,532,4,876785720
46026,835,324,4,875721604
38663,184,46,4,883524249
39690,279,388,5,891701328
30224,658,725,4,891387022
54043,494,389,5,888635339
47182,762,199,4,876246312
30652,747,213,4,878848137
12988,326,3,4,887819161
47558,881,110,4,891693723
2129,304,213,5,886323563
19975,108,442,5,880583192
26474,232,314,5,877665324
11642,158,23,5,880989865
25934,43,219,4,883613334
30581,778,130,5,891364086
4800,362,54,5,891495682
41700,890,24,4,886609828
7437,287,63,5,886374365
51479,842,169,4,877387768
89,268,495,4,891449922
845,93,208,5,891721142
13420,310,124,4,884364538
10129,279,467,5,891702544
53246,457,63,4,886396005
47961,664,447,4,884291662
4589,37,222,5,892433062
54158,523,601,5,884634731
20069,475,213,4,883364250
33645,846,201,5,887039078
3900,117,182,5,875384979
11810,144,660,4,875272299
15630,471,706,5,875982096
11005,362,807,4,891497881
10616,333,132,4,891545793
10450,124,280,5,879454986
7350,191,254,4,881367592
19752,609,737,4,888702795
27699,322,982,4,878739594
52253,905,4,5,881030348
6253,59,87,4,883327684
48956,926,266,5,880935738
13319,414,55,5,879439865
5061,55,94,4,892683274
9427,304,6,4,886323937
35321,457,126,4,886394667
22017,12,723,4,882399615
40616,541,925,4,886533193
31001,196,174,5,891409935
36696,415,14,4,876697017
4451,151,938,5,882829150
26436,373,408,4,883627129
22632,281,265,4,879949438
23139,621,14,4,882590670
49331,621,6,5,882590269
8936,15,131,4,877719158
44513,450,320,4,879012647
11047,421,468,4,875130027
47872,361,856,5,885019357
1023,93,461,4,891722006
24811,109,87,4,886988967
25865,401,462,4,876267041
216,20,548,5,874951695
1511,150,424,5,879528673
48695,905,1199,5,880159381
51991,499,367,4,883874341
8628,0,264,4,875692955
31396,300,49,5,882074647
5429,310,398,4,884366187
47969,15,124,5,877719206
46029,319,461,5,884751263
16706,13,235,5,879119579
24283,127,670,4,879969390
15059,436,766,4,880143263
40862,579,843,4,884125856
10397,330,920,5,877196308
50332,938,695,5,885921451
9068,140,117,4,884585547
33157,323,267,5,880575045
4951,61,176,4,879374969
49776,894,642,4,887159109
32527,183,795,4,889907711
16532,221,642,4,878182210
14959,434,172,4,884132588
7670,385,49,4,877654961
1132,179,748,4,877126241
52362,888,658,5,882404571
30293,670,3,5,884035939
45454,531,279,5,893119415
14585,382,1033,5,891192888
49181,487,220,4,891294158
10685,319,61,4,884749306
42138,610,859,4,891636192
5178,336,227,5,875185319
34929,405,498,4,879445735
18410,300,446,5,882074437
23586,487,262,4,891294473
38328,751,239,4,891399477
37587,494,1048,5,888636511
54501,772,216,4,888557739
37056,540,65,4,883865929
28299,550,721,5,892783110
12757,57,121,5,884304483
16544,534,38,4,879617574
44858,780,309,4,891498436
1562,267,82,4,875309344
36135,12,149,5,882141393
31500,653,899,4,887863981
40759,731,283,4,879535471
15309,326,423,4,887819021
14380,394,228,4,883764456
50201,342,721,5,876406576
40927,673,310,5,887762296
15994,532,318,4,879193106
30590,1,297,4,888979197
13066,43,197,4,878347633
52223,803,363,4,881705108
25135,57,453,4,884304865
19637,330,283,4,877196089
49411,862,220,5,888887097
13978,338,474,5,891032121
33154,684,11,5,879545758
37976,905,122,4,880159259
22993,588,291,5,883352600
5109,94,501,4,879196188
12269,312,465,5,891016193
25293,587,128,5,890024918
43883,386,521,4,886483099
35835,772,97,4,888557682
45447,886,631,4,879365054
18487,408,1384,4,881107666
16810,537,199,4,877108250
51696,457,82,4,886398071
12004,420,644,4,892241422
11846,339,578,5,884991369
30012,290,657,5,874867785
34604,668,0,5,892549412
44898,937,586,4,880261610
46001,881,312,5,891692168
10762,10,188,4,891904270
39297,404,721,5,885545306
38394,870,115,4,888479560
37257,899,610,4,877131793
12173,42,287,4,884029192
34545,382,470,4,891192985
47541,899,430,5,877131342
2025,285,337,5,884069544
2508,331,281,5,887938245
18908,5,171,4,883600985
33959,862,517,4,888889784
26183,449,85,4,887660440
48321,129,255,4,874953526
55210,894,173,5,887235690
20389,152,255,5,881371336
38824,652,183,5,880151557
6423,263,378,4,886123596
16437,341,283,4,874984002
50133,504,81,4,889333274
10551,342,894,4,876406640
3156,72,193,4,888626177
40730,896,239,4,888294441
26603,353,835,4,891306852
23812,377,701,4,889665232
34115,6,602,4,891351585
12555,158,291,4,884026788
12324,172,327,4,877557028
50031,659,254,4,891197934
51229,0,169,5,874965478
11359,129,339,4,881536273
45737,754,7,4,874827755
42074,61,21,4,879373820
27701,255,81,5,882164559
17937,289,225,4,880473556
125,160,199,5,891170769
23713,456,398,4,882548583
8348,302,440,4,879485685
27547,266,55,5,878972493
3863,278,970,4,875314313
28609,552,504,4,879948806
12530,353,383,4,891307180
43433,404,353,5,885544974
4927,93,438,4,891721562
46669,894,638,4,887158958
32291,212,167,5,878955886
36854,914,1263,4,880843798
681,117,641,5,875385007
34050,415,145,5,893212730
17245,433,749,5,886724873
2867,297,456,4,884182806
26385,467,147,5,875280309
24361,388,98,5,880087832
37752,921,463,4,880388547
28593,290,623,4,874834799
37253,284,267,4,890595456
31685,831,184,5,875124348
48890,876,124,4,880867444
14708,375,422,4,879454598
20953,247,63,5,884534735
13743,494,469,4,888632443
36459,381,987,4,875946830
35347,894,516,5,887158164
11882,463,286,4,878354626
46745,600,99,4,876346757
37065,895,191,5,879991403
11984,404,549,5,885548330
38703,749,236,4,889134237
31791,471,487,4,875980823
52830,877,273,4,887761865
4112,42,332,4,880317271
43121,307,177,5,887737997
14105,261,417,4,879792331
5413,67,49,5,876973969
26811,0,86,5,878543541
27484,21,141,5,878887680
49799,753,529,4,882570023
4990,177,511,5,882826210
15830,273,279,5,878945788
55285,901,1285,4,891031864
13240,398,90,4,882345023
14006,362,10,5,891494587
52633,503,551,4,887910023
40276,749,176,4,889298074
16741,510,291,4,890005011
14313,207,191,5,883108360
30370,4,232,4,875635384
27816,310,478,4,884365519
14488,23,177,5,875322847
47539,458,183,4,879566321
28957,540,165,4,883865555
1721,185,578,4,879024535
27092,743,6,4,880123019
29013,127,158,5,879968896
45259,10,170,5,891904920
4138,324,178,4,891478160
43544,221,190,4,878182005
6101,388,27,4,880165411
15945,229,0,5,880484370
51386,844,771,4,883949335
8785,344,401,4,884991285
37462,427,311,5,885943980
15521,342,174,4,876407252
4827,290,55,5,874834701
17156,199,539,4,884129567
5996,359,234,4,880354484
16711,262,633,5,891299877
1035,268,8,4,891446246
21857,644,176,5,892054600
39976,6,122,4,891353192
30789,591,457,5,882955766
21393,343,984,4,889814600
24806,658,88,4,891384637
42451,796,81,4,875915855
32567,843,308,4,885409493
38078,561,171,5,879196105
50857,793,573,4,883250168
43188,880,115,4,879863031
28773,456,715,4,882547857
19094,440,114,4,891035489
23870,566,265,4,882426327
51005,534,131,5,879619144
36660,773,323,5,891032956
38803,849,179,5,875731406
48292,754,427,4,874829258
3769,311,1089,4,891698553
32512,692,352,4,875729622
53167,400,597,4,891033651
9533,290,1373,4,874868647
28465,405,95,5,879446529
11244,21,638,4,878887810
3675,0,255,5,878873389
20374,537,235,5,877110174
19376,531,114,5,893119335
4109,359,235,4,880355845
38919,641,27,5,885603636
53541,709,941,5,886030557
583,143,122,4,888104191
17262,473,620,4,887926436
10840,416,1017,4,879646388
12434,424,201,4,890347138
32977,849,169,5,875731567
33600,849,359,4,875730629
37081,118,296,4,890626446
27420,696,590,4,886366770
29204,58,274,4,888203234
11469,429,234,5,877225965
55287,890,618,4,886609726
38748,901,55,5,891466376
41654,777,324,4,875501334
53131,897,231,4,884122674
27015,580,221,4,879641698
53927,390,581,4,877399894
31228,666,473,4,891035140
19640,150,49,5,879525034
44123,806,328,4,883949639
345,59,425,5,883326122
22056,415,182,4,876699101
27209,725,428,5,883710994
25601,307,21,4,887737647
4416,269,65,4,876955531
33941,868,457,4,878737789
