,user_id,item_id,rating,timestamp
40709,826,73,4,885458168
27449,655,396,5,886186568
13831,162,461,4,889908462
546,62,348,4,884068521
37523,299,267,5,891033282
49405,188,173,4,878955766
30420,455,190,4,874873198
47760,631,337,4,891397571
48827,165,581,5,879465532
20690,482,289,5,882359431
14575,132,633,4,879542527
43851,546,369,4,888703710
18129,432,283,4,887643340
32355,739,55,5,891037466
6125,183,486,4,875509395
9305,286,176,4,891478199
50247,798,445,5,886608296
25811,114,291,5,874953291
14347,0,115,4,876892818
8384,350,211,4,880889374
42333,399,44,5,878854552
45918,795,403,4,880180414
45430,498,192,5,879949290
48280,764,249,4,882814571
27867,538,86,5,888451664
5529,6,339,5,891351585
18099,444,78,4,888635380
8844,9,165,4,877886722
44411,487,74,5,883864806
51219,498,551,4,879949289
1455,127,44,5,885557660
42982,356,310,4,885676552
17446,488,166,4,886533395
32994,730,352,4,878695147
31802,302,187,4,876404426
12610,286,119,5,891477980
41777,673,317,4,891208357
28376,652,256,4,883709157
28851,450,724,4,883348114
42240,789,600,4,891696689
18171,177,6,4,883782854
25992,531,696,4,887257094
9796,245,492,4,888873675
17967,215,76,5,879989217
11520,190,116,4,891435266
13625,371,174,5,879439685
32555,264,303,5,884126600
26009,429,621,4,889125759
33585,793,407,4,881378896
49991,577,41,4,891446791
47266,772,524,4,888890273
48301,574,633,4,874777658
42135,452,216,4,879438505
12893,443,162,5,879541158
14440,209,396,4,890115933
5945,136,0,5,874813703
33687,668,261,4,888733182
41303,286,83,4,891478627
10167,281,135,5,884750574
19451,319,191,5,879440941
37648,285,108,5,880575714
2681,10,373,4,891905032
33605,485,506,4,879787985
11716,156,248,4,882824253
945,269,44,5,886321799
28407,445,9,5,876064845
44872,750,536,4,891204564
10936,269,729,4,886322635
44988,590,462,4,891385012
6979,335,456,5,880524753
10276,275,205,4,891028241
41894,478,385,4,888630205
25682,367,50,4,891035278
44100,801,160,5,887158829
1554,197,271,4,877563253
24396,68,171,5,875027442
50965,817,263,5,880658260
14567,52,377,4,888204802
10177,396,621,4,890247172
20545,487,204,4,885595846
28240,245,152,5,874791993
16213,188,413,4,878955534
35138,834,135,4,874854135
31094,527,152,5,890024677
31271,722,236,4,879440700
6122,156,166,4,882826049
51122,222,23,4,886272615
16015,482,209,5,882359779
40518,756,606,4,883948840
2149,179,221,4,884110598
16063,54,201,5,879372480
29858,73,430,4,878769992
12184,432,739,4,887643499
47478,532,345,4,886194041
20694,531,548,4,882956467
28077,468,116,5,876961020
19362,423,66,5,892791017
14252,304,202,5,884902317
35286,756,428,5,883947590
19945,183,256,4,879577372
21661,555,205,5,885954133
6370,22,289,5,875323474
49917,614,411,5,878759560
50408,805,759,4,877131793
10399,349,202,4,887746119
27885,545,745,4,880406032
35710,792,129,4,876031656
17717,114,102,4,874953895
22053,450,6,4,883348236
784,62,73,4,884068075
24531,430,396,4,891208520
46348,704,430,4,879438810
22617,590,125,4,891384499
20672,481,380,5,879618246
14183,287,417,5,879874963
12037,384,79,4,882385168
41374,801,297,5,887235643
50842,372,788,4,893142244
40799,723,50,4,881694423
37176,677,79,4,874828769
33406,562,62,4,879531429
13865,434,637,5,891195246
5512,257,430,5,875088191
48582,786,286,5,892958175
25100,557,629,4,880738462
11415,343,407,4,886481033
446,269,550,4,886323937
11225,17,550,4,880130110
35817,595,781,4,876526555
45364,834,207,4,874854217
37960,592,235,4,876012997
24397,276,289,5,877888796
6893,319,11,4,879441214
50264,481,251,5,879619107
43160,735,70,4,878439038
5067,341,509,4,879441599
31749,679,418,5,881975814
11083,256,14,4,880474494
24806,478,313,5,885761690
6921,293,686,4,887916385
51332,74,78,5,880308186
16528,482,506,4,882359653
13147,155,44,5,880131216
21061,372,160,5,893213019
36834,532,113,4,876506731
7700,298,396,4,879438715
18383,533,201,4,874783052
2619,216,373,4,880606155
38563,647,239,4,891262608
29501,373,384,4,880952691
23494,363,593,4,876340239
566,50,70,5,883698495
12434,30,262,4,883709915
43413,601,201,4,877974857
26380,557,339,5,874963797
16210,471,104,4,881085893
36581,707,166,4,880867933
23657,337,114,5,892696426
40929,800,224,4,882404136
16599,234,181,5,886123596
44759,337,242,4,892697982
17520,496,319,4,892776041
14909,357,298,4,891031723
31579,431,152,4,885828165
25225,494,90,4,881672333
37098,319,257,4,879440694
20855,522,177,4,879384404
46650,793,50,5,881381382
9164,107,442,4,891388333
36558,560,285,5,885215463
40827,553,383,4,883788782
17562,458,687,5,890004778
291,171,715,4,889124890
5698,220,88,5,879572256
23357,436,86,5,883446801
6868,210,447,5,879376328
28403,722,477,4,879445739
1004,245,205,4,874792520
38252,423,230,4,875978191
46790,690,151,4,880659482
4223,224,167,4,891628416
26890,454,20,5,889333274
18207,253,466,5,875806918
11814,343,476,5,886484012
18001,152,558,5,886513752
27459,668,669,4,888640136
26957,639,721,4,874730370
8863,384,589,4,882385267
564,163,195,4,883526268
18289,53,164,4,883326682
10062,341,457,4,879441454
37681,155,153,4,880130990
8630,0,209,4,878542420
11542,282,463,4,879440342
22975,590,110,5,891331825
30489,337,157,4,892696291
23523,137,774,4,880134261
27236,532,44,4,875660009
19763,365,52,4,881108170
18258,281,234,4,884749499
11262,306,102,4,881652710
39559,643,101,4,879793542
36304,722,485,4,879444820
4390,268,249,4,884968264
45324,747,98,4,875722050
46791,570,626,5,891449263
33086,42,274,4,879440333
28020,531,776,5,882956276
14785,344,693,4,886438540
26557,384,169,5,882387773
33886,679,182,5,881978016
39323,397,787,4,891199994
43090,823,298,5,879379338
21255,521,160,4,882961301
18159,541,10,5,891956927
46495,700,44,5,879634362
2696,5,17,4,883602965
10886,96,286,4,886987726
1798,76,556,4,879829618
17147,250,268,4,879297013
33639,544,587,4,883880027
11918,273,250,4,884963282
3279,132,398,4,879524089
21492,38,274,5,875975135
31890,515,192,4,891279712
445,137,779,4,880135069
22191,362,438,4,879445859
25421,452,115,5,880472272
22263,461,17,4,875463128
9802,336,408,4,885478558
21627,417,86,5,890284819
9200,386,44,5,889416012
26030,595,588,4,876525077
3030,276,326,4,877891354
1863,143,503,4,889402225
45892,289,273,5,885044640
30931,478,170,5,888635366
40076,549,44,5,891227365
21082,80,171,4,891439302
17893,450,216,4,883348011
32717,6,334,4,891353325
39600,330,86,4,880938870
4868,209,201,4,890116817
22233,391,159,4,880139868
21079,361,378,4,885545070
47761,725,387,5,893082893
11035,122,380,5,879024232
20453,96,368,4,886988873
51408,139,724,4,876767299
11108,178,449,5,884129381
50572,772,162,4,888888115
48150,715,127,5,893048410
39431,835,422,5,891192197
38061,455,590,5,874874151
30628,404,110,5,885544109
5080,197,6,5,877563168
47285,452,164,5,879454753
20573,488,209,4,886533774
1710,273,192,4,884365075
33368,808,263,5,879735177
4905,48,110,4,880933834
10548,323,213,4,876690098
41411,722,449,5,879441000
38516,820,192,5,891988054
24922,122,119,5,879023131
34676,691,282,4,889028363
11881,370,282,4,884998993
29205,715,3,5,893048150
6311,335,171,4,880524972
27043,705,531,4,882843237
16915,491,102,5,885141260
12419,71,90,5,887401453
428,79,20,4,891384357
47409,783,578,4,882676098
26671,343,493,5,886483565
47359,461,77,5,875318163
29560,754,20,4,877386855
33972,137,575,5,880134499
23722,461,285,5,891900147
8254,358,110,5,876267014
11778,337,427,4,892697111
22490,538,79,5,888451492
38895,789,3,4,891694276
39707,684,216,4,876243440
31708,36,50,4,890687472
33565,429,183,4,879461583
15596,79,288,4,891383626
49531,817,86,5,881725904
29986,330,33,4,880937876
30103,481,15,4,879618532
51039,793,345,4,881381114
28292,505,147,4,885807261
27426,405,580,5,877561172
21428,21,190,4,874786512
39187,66,286,5,888333194
50715,648,773,5,877147383
22062,166,485,5,875074200
8757,298,90,4,879438196
11837,436,254,5,883444860
17970,503,448,4,891035633
36721,821,614,4,875289499
10641,188,193,5,878955816
7880,10,251,5,891903226
51696,249,212,4,891702049
17457,239,70,4,876955938
33056,626,544,4,886367100
22571,101,550,5,881171409
43536,636,4,4,879848167
43768,591,373,4,891200594
34713,749,296,4,875751519
47441,750,154,4,891205004
7938,273,108,4,884963179
10696,229,158,4,877924028
47678,265,318,4,888854746
36040,562,174,4,879531301
3380,195,274,4,881197948
51673,587,278,4,887523909
44547,618,211,4,881177689
37652,453,603,5,887832571
40541,637,552,5,882064321
15410,331,164,5,886621950
8629,372,633,4,878880154
25494,551,157,5,879448547
2764,21,74,4,874785926
27722,386,250,4,889415947
50767,491,215,4,885141260
44000,362,377,5,879793081
23198,559,555,5,891035112
665,85,562,5,884239744
46687,402,53,4,882371904
11356,74,493,4,883869630
30939,76,321,4,879454045
18221,330,345,4,880395973
12035,266,124,4,882077330
50302,511,428,5,882425932
49394,13,559,5,879119651
7972,57,380,4,879218025
9470,112,621,4,887853568
28816,712,793,5,875104068
38185,615,10,4,879546083
14514,295,553,4,891545898
20906,193,243,4,877487931
16908,404,447,4,875561734
31780,587,117,4,887427083
20068,152,29,4,886434566
43777,792,111,4,876031551
27909,660,151,4,875349895
23884,592,195,5,876017933
38639,444,73,5,888632969
16068,388,663,4,886724914
25101,91,160,4,880415875
30563,211,353,4,883576424
50180,638,81,4,879994413
25210,206,330,5,880190399
46265,761,226,4,875730379
27421,517,130,4,880470604
51649,818,395,4,880844087
6488,77,449,4,879876194
31373,715,265,4,893188576
948,192,125,4,889069782
8848,64,477,4,880037334
32421,741,44,5,891561606
29545,750,451,4,891204322
31280,545,257,4,880406623
660,152,350,5,886513729
18189,490,62,4,879899266
23953,220,249,4,879572451
46512,638,288,4,879993173
9205,233,557,5,891298728
41100,558,389,4,882671221
29022,262,274,5,884196284
22260,280,302,4,876280289
18897,531,229,5,882607955
50353,802,353,5,879993042
21767,543,556,5,880926470
38684,715,280,4,892611799
6523,334,277,4,880043929
45972,807,12,5,891031632
1400,87,183,4,885679952
42247,409,204,4,882395825
10434,354,155,4,875725256
662,52,156,4,888204349
5494,240,350,4,885849791
29876,584,122,4,891386210
19492,500,259,5,879963127
29494,725,461,5,892528646
9370,100,416,4,881259839
7159,15,68,5,877719863
34794,622,559,4,875727926
51789,802,153,5,879990587
46375,828,104,5,879199250
35425,745,607,5,891033349
14331,203,85,5,880484850
40796,720,301,4,875986155
22051,172,268,4,879520305
9130,247,279,5,891295043
3078,64,485,4,880037277
45269,281,661,4,884749030
51939,449,746,4,883865483
7944,276,62,4,877891637
41292,745,63,5,891034366
3974,295,183,4,891547190
25256,643,565,4,879797535
44041,834,321,4,874853635
40670,612,271,4,888518639
41090,828,629,4,879181749
25861,634,243,4,882200810
13152,193,147,4,877488316
11349,327,213,5,877487691
34940,552,310,4,891224864
4338,64,540,4,880036602
38105,825,255,4,880387875
48634,800,252,4,880416419
7,145,420,4,892738452
38908,828,262,5,879199250
34921,634,83,5,880059995
3739,289,114,5,885046420
11398,227,0,5,882150980
35706,835,23,4,891195233
19308,527,23,4,890024677
20406,267,579,4,879468123
11481,136,768,4,886890835
49650,691,224,5,877533546
41284,750,555,5,891204827
21450,482,558,5,882360100
19916,21,116,4,874786098
23750,17,529,5,880129691
37592,245,276,4,892436271
14136,139,226,5,876768828
11549,291,321,4,876546439
8974,373,114,4,879647850
29654,626,441,4,886366611
167,127,216,5,875270570
28825,239,717,5,876956038
10733,179,202,4,884113343
43161,634,176,4,886287130
28974,705,217,4,882843646
13886,75,204,4,883452307
8575,17,289,5,880132437
21586,554,727,4,891309756
18891,409,321,5,882396735
3187,56,374,4,889737800
429,253,321,4,877531537
6234,349,629,5,887745086
29757,690,263,4,886640547
11499,20,75,5,878886989
45314,739,287,5,891034440
1031,79,553,5,891385190
25605,54,584,4,879375022
20411,440,215,4,891185919
49783,590,453,4,891383889
27944,52,438,5,888205921
19666,179,195,4,884111360
1616,164,498,4,879024535
32893,530,70,4,891031171
29680,333,179,5,891299010
19960,176,179,4,884207239
2055,74,165,4,880308601
37936,635,795,5,892719143
33865,802,345,4,879991493
44384,467,174,4,884477775
51925,499,151,5,876550372
19541,393,259,5,882893220
27145,678,44,4,888444056
42979,365,506,5,881107351
48126,355,161,4,882342570
17607,289,246,5,888641556
16077,490,207,5,879899266
591,15,157,5,877719333
16523,349,127,5,887744549
30950,694,310,4,891033022
38329,844,86,4,888638920
47062,493,88,5,891044410
5359,10,164,4,891905783
2259,269,275,4,886307860
10671,79,46,5,891385522
27982,5,110,5,883599134
13564,369,258,4,879969709
45158,772,73,5,888887830
24508,46,699,5,882922140
39453,345,166,5,879990996
49178,562,460,4,879529916
24652,302,760,5,876404689
7412,139,385,4,876859413
51851,478,370,4,888634801
3432,10,380,4,891904968
9272,167,155,4,893265214
25740,526,245,4,892871310
14707,461,243,4,885180864
32141,709,256,4,884461590
1092,17,341,4,880130155
32135,656,119,5,879535406
11973,436,68,4,883530484
26218,489,413,4,874866208
19776,527,303,5,890014710
47808,429,228,4,879460393
23703,600,455,4,892550196
26446,482,612,4,882318630
18559,341,217,5,879442085
21182,271,498,4,877118284
882,127,386,5,877343121
20960,188,50,5,878955635
12088,61,793,4,882072956
4706,0,96,5,875240920
32673,789,561,4,891695717
2354,167,231,4,893264150
38263,828,209,5,879199250
11882,285,226,5,880575493
1547,113,70,4,879967692
38644,810,9,4,879435339
18692,216,635,4,880601937
22073,353,178,5,885349790
35647,707,11,5,880868919
19526,470,159,4,884634579
43626,56,9,5,889739733
34345,697,10,5,890725951
32391,383,690,4,885943651
38569,166,391,4,875075432
18038,181,149,5,892513865
33527,673,297,5,891208451
13288,344,274,4,886438602
8646,353,50,5,882839517
33651,335,373,4,880568452
15439,198,705,4,891549792
11378,350,66,4,880889629
32822,770,412,4,879305016
43992,806,77,4,879465834
39219,481,452,5,879618569
27978,384,308,5,882384870
4708,250,195,4,879298206
43397,837,101,4,886832713
14937,257,111,4,874835062
24778,461,135,4,875311225
26321,52,522,4,888206015
23282,470,351,4,884636182
17820,419,17,4,875280126
32242,715,1,5,893048377
26623,82,608,5,891721077
12811,442,90,5,884130308
25959,596,321,4,884293979
20322,489,26,4,875663543
8335,273,44,5,884365075
16934,503,167,5,891034609
45101,625,278,5,882621431
18592,449,175,4,883874835
3631,240,179,5,885849356
36742,666,58,5,880123905
19197,255,380,4,889225633
6279,312,259,5,891216526
36543,307,101,4,886523256
31719,574,149,5,874777583
21108,571,302,4,882900888
49311,648,110,5,877140409
7916,137,110,5,880132356
10861,99,293,4,875325377
47581,818,341,4,880845328
8893,233,544,5,891297988
15667,425,451,4,887925916
15102,302,275,4,876402390
26719,652,651,4,883713082
6647,274,507,5,891698613
10242,176,556,4,884208624
32669,595,44,5,878090415
24275,319,145,4,879440605
48162,221,72,4,878092143
10110,266,383,4,882078008
41265,836,677,5,884472704
33812,455,212,4,874874109
20193,390,486,5,887769416
38482,255,178,4,886629592
4502,9,443,4,877889005
23628,389,138,5,884132898
2962,250,64,4,879298206
29576,357,495,4,891033523
21314,274,510,5,891698424
8177,318,136,4,880355994
36053,250,90,4,879297160
20021,12,617,4,882140624
46017,511,176,5,882425901
14854,195,278,4,881197771
33341,679,165,5,881974931
17437,303,130,5,884899719
43357,271,97,5,879283787
19167,498,156,4,879949180
14535,227,14,5,882150644
35014,736,809,5,881185672
49706,373,132,5,879647580
13970,442,474,5,884131738
21113,248,148,5,875306910
32043,744,266,5,890860566
42130,622,424,4,875727877
15983,113,579,4,879967197
31622,786,211,4,880167806
27989,292,242,5,877196820
32731,788,65,5,879867631
29156,128,305,5,891458193
1643,271,376,4,877123333
6258,17,149,5,880130515
3050,49,29,4,892679259
16107,220,288,5,879572106
40965,805,399,4,877131654
32858,772,152,5,888889129
84,265,725,4,889502823
19782,526,246,5,892870956
37167,407,44,5,878585826
4611,238,192,5,891447255
12167,405,36,5,877554301
17600,423,106,4,875979317
16812,423,208,5,875982560
28791,534,225,4,886921068
45619,791,73,4,885715907
35234,582,213,5,884368314
21285,448,246,5,885597680
6793,189,195,4,891544290
16407,423,32,4,875981358
1028,75,11,5,883452874
17459,284,125,4,878739988
12235,234,777,4,886123727
35204,774,228,4,880078091
22493,98,246,5,886398204
29642,197,174,4,878182132
4513,266,147,4,882075994
20955,541,374,5,891956981
44834,800,6,4,880993632
37407,841,149,4,885921401
47605,814,153,5,880822060
34245,741,220,4,891464148
13443,345,110,5,879915701
3843,155,158,5,880131057
16256,73,365,4,878769848
3259,2,298,5,889237455
36604,582,132,4,884881621
279,199,69,4,888103872
6397,288,448,4,887747338
21749,593,449,4,880571006
34423,81,207,4,875653867
49608,688,410,4,885424142
4214,156,678,4,882825357
353,20,111,5,878887983
7835,373,127,4,879646225
34528,638,192,5,879994390
30245,622,759,4,875728345
51063,735,590,4,878438457
3986,238,287,4,891446132
51048,798,429,4,886609218
1419,208,543,4,889655045
28059,312,398,4,891217512
34497,274,87,5,891698391
29148,709,349,4,885157621
29844,645,405,5,883348634
12613,289,26,5,885045931
30477,416,6,5,883529916
36503,754,160,5,877388183
13519,459,241,4,888580143
18888,513,275,4,879792991
5917,281,167,4,884749360
13959,458,266,5,890004686
347,243,670,5,878945579
20451,261,207,4,879518414
35534,361,3,4,885547314
14499,406,44,4,881959144
41558,518,579,4,880952440
18793,152,617,5,886513729
45990,714,56,4,883254564
15803,291,404,5,876546267
321,167,50,5,893265263
24454,490,616,4,879900321
29883,576,399,4,885603932
22714,543,129,4,878143246
33602,801,165,4,887159069
442,172,21,4,879522819
46001,834,79,4,874853957
11720,53,125,4,883325944
49906,619,607,5,875543228
51859,554,465,4,891309886
4045,305,31,5,875261753
18698,416,154,5,883530054
34767,793,185,5,881381471
20840,490,117,4,884134060
13340,277,152,4,879821003
22393,447,139,5,881958174
16946,504,290,4,879975173
8089,371,133,4,879439865
31537,98,313,5,891307980
46642,789,107,5,891717419
26069,273,421,4,884365519
38924,679,306,4,881295151
40285,451,285,4,883701792
46581,699,26,5,891363618
316,104,179,5,875384647
20312,425,729,5,887926105
8002,287,241,4,879876489
45278,657,85,4,891025573
20921,82,776,5,891720540
19869,536,293,4,886711452
3411,212,413,5,889178762
1561,257,69,4,874834799
49256,612,630,4,888523581
16359,483,422,4,886030622
5106,288,110,4,887747338
33415,419,132,5,875287720
28516,723,409,5,881704016
24026,592,373,4,876016726
25818,662,380,4,891455353
21649,4,347,5,875636265
11551,212,141,5,889179131
37662,715,418,5,892675528
46619,320,642,4,891494962
39268,727,273,5,890083187
15911,240,584,4,885849025
36760,674,65,5,891401457
51678,467,36,5,884478721
27545,48,313,4,890608303
21638,545,728,4,880405431
26284,679,6,5,881975243
1662,39,153,5,878347662
40610,558,379,4,882592523
12994,343,267,4,886481002
48980,750,162,5,891204664
34860,302,351,4,876406878
47301,71,691,4,887401236
1124,59,58,5,875379211
44997,583,234,5,891440496
20790,585,485,5,878854190
22058,259,247,4,888904901
35555,581,14,4,876532975
2131,23,153,5,885853415
42790,719,275,4,890332645
35768,12,282,4,881514683
44586,784,13,5,880865865
48757,793,758,5,881379059
3532,248,585,4,875309760
31518,750,170,4,891204160
17851,354,453,4,875723337
32536,791,373,4,885713461
44020,722,298,4,879440600
42708,677,794,5,874827023
44200,574,205,5,874778569
18642,267,149,5,879467574
27000,668,77,5,888640222
4077,38,287,5,892349752
22887,362,82,4,882480836
50587,823,153,5,884673780
8219,304,243,5,884900466
41480,53,154,5,883326919
34933,668,285,5,888638265
9271,167,213,5,893265401
36612,543,502,4,878149415
47249,524,260,4,891281385
9834,49,143,4,892910604
47691,835,149,4,891190744
12069,264,586,4,884182148
4861,276,93,4,877887292
25842,6,217,5,891351814
13739,127,642,4,875272132
26633,102,263,4,876452094
19812,441,457,4,879969583
26402,543,63,4,880926339
5769,334,442,4,880044278
31278,622,387,4,875727271
28692,643,424,4,879794870
7772,171,670,4,889124803
16572,226,571,5,883215759
7968,185,457,4,887730472
31618,722,201,5,879442591
31467,404,406,5,885816916
48185,220,112,5,879571883
30935,425,444,4,887925837
17657,261,376,5,879518233
43320,833,755,4,891249146
18249,289,353,4,885047018
211,238,456,5,891447773
39018,595,428,5,878089975
9273,335,175,4,880525062
4948,38,44,4,875975211
372,20,71,4,878887227
16411,476,579,4,883784258
47353,576,706,5,886131546
27535,145,89,4,892738385
36674,230,244,5,890618728
8755,104,30,5,875384979
20971,405,217,4,877554396
40352,362,259,5,879792811
36157,406,285,5,888000454
41383,820,675,4,891988491
25850,629,286,5,891446559
4333,303,389,4,884901403
47737,385,58,4,877226130
32138,483,581,4,886031407
26468,245,197,4,874792663
13128,337,289,5,892696654
24031,455,619,4,888178129
41279,354,187,5,875723253
13610,335,545,4,880525084
21912,221,201,4,878089547
37797,207,514,5,892078605
36603,577,380,5,891447314
28671,295,73,4,891547083
41194,449,116,5,883873461
12784,345,448,5,879991329
20792,454,115,5,889334189
13655,407,183,4,879111249
21580,183,380,4,875506807
15552,443,44,5,879541246
29119,571,712,4,882902487
31459,476,90,4,883784058
36491,410,418,5,886397109
48702,715,78,5,893047287
45922,793,430,4,881379685
45181,660,104,4,875353780
29133,735,611,4,878439582
48633,397,130,4,891200869
41677,775,337,4,877109874
48167,274,445,5,891699156
18934,248,648,4,875313600
35141,372,785,5,893214225
51138,756,347,5,883949508
49408,634,259,5,880059749
37606,199,402,4,888104030
40704,183,373,4,877838826
6329,53,159,4,883326028
26263,153,44,5,877107138
13380,291,26,5,876546526
40818,747,268,4,875721502
47580,828,98,4,879177457
10666,81,187,4,875656288
10102,226,213,5,883216448
29595,635,127,4,892719246
23207,39,430,4,878348885
50831,456,268,5,889964274
37991,436,339,4,883530454
28905,649,130,5,891281020
43682,834,642,4,874853957
32506,670,430,5,878847673
3137,12,187,5,882140624
2918,219,160,4,884535374
35091,737,488,4,885690790
40280,108,76,5,879270458
35608,105,26,5,874782022
42610,669,506,5,879454455
22033,444,88,5,888632943
23768,562,163,4,879531248
845,65,553,5,888625422
18919,343,555,4,886480325
27105,81,52,4,875653836
51104,833,0,4,891249932
24838,96,296,4,886987417
24620,203,389,4,880485402
43042,410,178,4,886396140
28937,331,155,4,886621917
48036,655,194,5,886182555
16013,402,416,5,882371904
16647,184,282,4,883108105
22641,326,160,4,879434832
5353,266,575,4,882078008
4775,274,506,5,891698454
11564,167,175,5,893266204
26680,679,203,4,881975922
35079,626,86,4,886366515
41984,793,484,5,881381071
5935,302,600,4,876404499
50987,800,228,4,879896898
49102,643,157,5,879795269
43991,455,754,4,874873067
50840,531,12,5,882608401
4107,304,195,5,884901701
7739,319,573,4,879441215
23513,335,550,5,880526123
44311,756,461,5,883947500
12769,354,606,4,875719199
5892,260,319,4,889241426
4339,242,697,5,891293008
42146,658,44,5,876698683
49235,670,736,4,878850502
45454,750,433,4,891209241
13680,465,765,4,876823266
8285,347,408,5,877399171
5639,245,381,4,874792711
8441,302,409,5,876402668
18873,323,294,5,876689418
51741,446,497,4,879363611
49880,821,776,4,875373416
12833,2,291,5,889237455
38369,814,362,4,881421332
3943,45,114,4,883498655
7198,363,175,4,876340318
23025,421,774,4,879178568
32952,442,152,4,884131114
41743,602,153,5,884035685
15547,267,228,4,879544712
4066,121,44,5,881432937
106,105,298,4,876923913
3448,273,157,5,884364437
7341,120,90,5,882693338
18354,196,86,5,875245672
36745,0,6,4,875071561
33454,573,462,4,891239239
10313,273,414,4,884364593
47256,786,86,4,880167695
24366,169,287,5,891561456
19942,362,352,5,884630554
9095,147,213,4,891359418
30975,699,151,5,891363723
33173,490,101,4,879899233
